CustomerID,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,PaperlessBilling,SeniorCitizen,Churn,Customer_Lifetime_Value,Average_Monthly_Value,Tenure_Group,Charge_Per_Tenure_Month,Total_Charges_Per_Month
C00264,71,156,812,One year,Credit Card,No,0,0,11076,156,Loyal,2.1971830985915495,11.43661971830986
C00265,34,172,1619,Two year,Electronic Check,Yes,1,0,5848,172,Established,5.0588235294117645,47.61764705882353
C00266,6,115,1677,Two year,Bank Transfer,Yes,1,0,690,115,New,19.166666666666668,279.5
C00267,29,92,1792,Month-to-month,Credit Card,Yes,0,0,2668,92,Established,3.1724137931034484,61.793103448275865
C00268,69,177,2153,Two year,Bank Transfer,No,0,0,12213,177,Loyal,2.5652173913043477,31.202898550724637
C00269,19,63,1186,Two year,Electronic Check,No,1,0,1197,63,Developing,3.3157894736842106,62.421052631578945
C00270,43,81,7187,Two year,Credit Card,No,1,0,3483,81,Established,1.8837209302325582,167.13953488372093
C00271,8,160,7182,Month-to-month,Bank Transfer,No,1,1,1280,160,New,20.0,897.75
C00272,43,85,6192,One year,Credit Card,Yes,1,0,3655,85,Established,1.9767441860465116,144.0
C00273,29,64,6131,One year,Electronic Check,Yes,0,0,1856,64,Established,2.206896551724138,211.41379310344828
C00274,67,142,1008,Month-to-month,Electronic Check,No,1,0,9514,142,Loyal,2.1194029850746268,15.044776119402986
C00275,66,196,2989,Month-to-month,Electronic Check,No,0,0,12936,196,Loyal,2.9696969696969697,45.28787878787879
C00276,49,94,4521,One year,Bank Transfer,Yes,1,0,4606,94,Loyal,1.9183673469387754,92.26530612244898
C00277,58,174,1493,Two year,Credit Card,No,0,0,10092,174,Loyal,3.0,25.74137931034483
C00278,3,72,4282,One year,Credit Card,Yes,0,0,216,72,New,24.0,1427.3333333333333
C00279,66,128,7087,One year,Electronic Check,No,1,0,8448,128,Loyal,1.9393939393939394,107.37878787878788
C00280,57,43,6209,Two year,Bank Transfer,No,1,0,2451,43,Loyal,0.7543859649122807,108.9298245614035
C00281,17,25,7759,Two year,Credit Card,No,1,0,425,25,Developing,1.4705882352941178,456.4117647058824
C00282,18,158,7475,Two year,Electronic Check,Yes,0,0,2844,158,Developing,8.777777777777779,415.27777777777777
C00283,2,56,7493,Month-to-month,Electronic Check,No,1,1,112,56,New,28.0,3746.5
C00284,13,94,261,Month-to-month,Bank Transfer,Yes,0,0,1222,94,Developing,7.230769230769231,20.076923076923077
C00285,26,171,6538,Two year,Credit Card,Yes,0,0,4446,171,Established,6.576923076923077,251.46153846153845
C00286,48,80,6186,Month-to-month,Electronic Check,Yes,1,0,3840,80,Established,1.6666666666666667,128.875
C00287,11,60,627,One year,Electronic Check,No,0,0,660,60,New,5.454545454545454,57.0
C00288,42,83,1173,One year,Bank Transfer,Yes,0,0,3486,83,Established,1.9761904761904763,27.928571428571427
C00289,22,58,6472,One year,Electronic Check,No,1,0,1276,58,Developing,2.6363636363636362,294.1818181818182
C00290,57,123,5518,One year,Credit Card,Yes,1,0,7011,123,Loyal,2.1578947368421053,96.80701754385964
C00291,63,177,5573,One year,Credit Card,Yes,0,0,11151,177,Loyal,2.8095238095238093,88.46031746031746
C00292,65,59,6420,Two year,Credit Card,No,0,0,3835,59,Loyal,0.9076923076923077,98.76923076923077
C00293,13,140,727,One year,Bank Transfer,Yes,0,0,1820,140,Developing,10.76923076923077,55.92307692307692
C00294,70,128,5423,Month-to-month,Bank Transfer,Yes,0,0,8960,128,Loyal,1.8285714285714285,77.47142857142858
C00295,6,59,6657,Two year,Credit Card,No,0,0,354,59,New,9.833333333333334,1109.5
C00296,66,44,1995,One year,Electronic Check,Yes,0,0,2904,44,Loyal,0.6666666666666666,30.227272727272727
C00297,15,163,4659,Month-to-month,Credit Card,No,0,0,2445,163,Developing,10.866666666666667,310.6
C00298,66,136,7139,Month-to-month,Bank Transfer,No,0,0,8976,136,Loyal,2.0606060606060606,108.16666666666667
C00299,47,193,5219,Two year,Credit Card,No,1,0,9071,193,Established,4.1063829787234045,111.04255319148936
C00300,26,93,3151,One year,Electronic Check,Yes,0,0,2418,93,Established,3.576923076923077,121.1923076923077
C00301,14,176,5655,One year,Credit Card,Yes,1,0,2464,176,Developing,12.571428571428571,403.92857142857144
C00302,65,84,1193,Month-to-month,Electronic Check,No,1,0,5460,84,Loyal,1.2923076923076924,18.353846153846153
C00303,58,128,7204,Month-to-month,Bank Transfer,Yes,0,0,7424,128,Loyal,2.206896551724138,124.20689655172414
C00304,21,179,840,One year,Bank Transfer,Yes,1,0,3759,179,Developing,8.523809523809524,40.0
C00305,61,61,7474,Month-to-month,Credit Card,No,1,0,3721,61,Loyal,1.0,122.52459016393442
C00306,11,88,7410,One year,Credit Card,No,0,0,968,88,New,8.0,673.6363636363636
C00307,20,107,2288,Two year,Bank Transfer,Yes,1,0,2140,107,Developing,5.35,114.4
C00308,55,169,1513,Two year,Electronic Check,No,0,0,9295,169,Loyal,3.0727272727272728,27.509090909090908
C00309,9,149,1431,Month-to-month,Electronic Check,No,0,1,1341,149,New,16.555555555555557,159.0
C00310,41,98,7631,One year,Bank Transfer,Yes,0,0,4018,98,Established,2.3902439024390243,186.1219512195122
C00311,58,72,6062,Month-to-month,Bank Transfer,No,0,0,4176,72,Loyal,1.2413793103448276,104.51724137931035
C00312,61,177,5838,Month-to-month,Credit Card,Yes,1,0,10797,177,Loyal,2.901639344262295,95.70491803278688
C00313,32,100,7901,One year,Credit Card,Yes,0,0,3200,100,Established,3.125,246.90625
C00314,46,192,169,Month-to-month,Bank Transfer,Yes,0,0,8832,192,Established,4.173913043478261,3.6739130434782608
C00315,28,185,4320,One year,Credit Card,No,0,0,5180,185,Established,6.607142857142857,154.28571428571428
C00316,39,166,805,One year,Credit Card,No,1,0,6474,166,Established,4.256410256410256,20.641025641025642
C00317,61,99,6541,Month-to-month,Electronic Check,No,0,0,6039,99,Loyal,1.6229508196721312,107.22950819672131
C00318,38,63,5531,Month-to-month,Electronic Check,No,1,0,2394,63,Established,1.6578947368421053,145.55263157894737
C00319,34,90,7911,Month-to-month,Electronic Check,No,0,0,3060,90,Established,2.6470588235294117,232.6764705882353
C00320,43,63,4351,Two year,Bank Transfer,Yes,0,0,2709,63,Established,1.4651162790697674,101.18604651162791
C00321,25,156,3381,One year,Bank Transfer,No,1,0,3900,156,Established,6.24,135.24
C00322,52,60,2095,Two year,Bank Transfer,Yes,1,0,3120,60,Loyal,1.1538461538461537,40.28846153846154
C00323,18,147,2845,Month-to-month,Bank Transfer,Yes,0,0,2646,147,Developing,8.166666666666666,158.05555555555554
C00324,9,55,4064,Month-to-month,Bank Transfer,Yes,0,1,495,55,New,6.111111111111111,451.55555555555554
C00325,57,80,177,One year,Credit Card,No,0,0,4560,80,Loyal,1.4035087719298245,3.1052631578947367
C00326,45,125,5533,One year,Credit Card,No,0,0,5625,125,Established,2.7777777777777777,122.95555555555555
C00327,51,98,6795,Two year,Credit Card,Yes,1,0,4998,98,Loyal,1.9215686274509804,133.23529411764707
C00328,57,115,7867,Month-to-month,Electronic Check,Yes,0,0,6555,115,Loyal,2.017543859649123,138.01754385964912
C00329,29,90,2039,One year,Credit Card,No,0,0,2610,90,Established,3.103448275862069,70.3103448275862
C00330,50,151,3525,One year,Electronic Check,Yes,0,0,7550,151,Loyal,3.02,70.5
C00331,25,180,6676,Two year,Electronic Check,No,1,0,4500,180,Established,7.2,267.04
C00332,55,84,4026,Month-to-month,Credit Card,Yes,0,0,4620,84,Loyal,1.5272727272727273,73.2
C00333,31,40,7644,One year,Credit Card,No,0,0,1240,40,Established,1.2903225806451613,246.58064516129033
C00334,11,185,7387,One year,Bank Transfer,Yes,0,0,2035,185,New,16.818181818181817,671.5454545454545
C00335,43,70,1690,Month-to-month,Bank Transfer,No,1,0,3010,70,Established,1.627906976744186,39.30232558139535
C00336,18,188,2878,Month-to-month,Electronic Check,No,0,0,3384,188,Developing,10.444444444444445,159.88888888888889
C00337,9,24,3090,Two year,Electronic Check,No,1,0,216,24,New,2.6666666666666665,343.3333333333333
C00338,6,161,458,Month-to-month,Electronic Check,Yes,0,1,966,161,New,26.833333333333332,76.33333333333333
C00339,28,95,6110,One year,Electronic Check,No,1,0,2660,95,Established,3.392857142857143,218.21428571428572
C00340,4,20,5182,Two year,Bank Transfer,Yes,1,0,80,20,New,5.0,1295.5
C00341,68,46,7768,Month-to-month,Electronic Check,No,0,0,3128,46,Loyal,0.6764705882352942,114.23529411764706
C00342,58,142,1452,One year,Credit Card,Yes,1,0,8236,142,Loyal,2.4482758620689653,25.03448275862069
C00343,67,67,1052,Month-to-month,Electronic Check,Yes,1,0,4489,67,Loyal,1.0,15.701492537313433
C00344,32,80,2998,Two year,Electronic Check,Yes,1,0,2560,80,Established,2.5,93.6875
C00345,65,29,3138,One year,Bank Transfer,No,1,0,1885,29,Loyal,0.4461538461538462,48.276923076923076
C00346,10,89,6631,Month-to-month,Electronic Check,No,0,1,890,89,New,8.9,663.1
C00347,65,178,4809,One year,Electronic Check,No,0,0,11570,178,Loyal,2.7384615384615385,73.98461538461538
C00348,3,129,7607,Month-to-month,Bank Transfer,No,1,1,387,129,New,43.0,2535.6666666666665
C00349,32,138,714,One year,Electronic Check,No,0,0,4416,138,Established,4.3125,22.3125
C00350,54,181,6354,Month-to-month,Electronic Check,Yes,0,0,9774,181,Loyal,3.3518518518518516,117.66666666666667
C00351,57,187,774,One year,Bank Transfer,Yes,0,0,10659,187,Loyal,3.280701754385965,13.578947368421053
C00352,34,38,7888,Month-to-month,Credit Card,Yes,1,0,1292,38,Established,1.1176470588235294,232.0
C00353,6,137,4804,One year,Electronic Check,Yes,0,1,822,137,New,22.833333333333332,800.6666666666666
C00354,7,54,1631,One year,Credit Card,Yes,1,0,378,54,New,7.714285714285714,233.0
C00355,39,170,4762,Month-to-month,Electronic Check,No,0,0,6630,170,Established,4.358974358974359,122.1025641025641
C00356,44,68,1931,Two year,Bank Transfer,No,1,0,2992,68,Established,1.5454545454545454,43.88636363636363
C00357,47,46,7361,One year,Credit Card,Yes,1,0,2162,46,Established,0.9787234042553191,156.61702127659575
C00358,66,184,1534,Month-to-month,Electronic Check,Yes,0,0,12144,184,Loyal,2.787878787878788,23.242424242424242
C00359,46,119,656,Month-to-month,Bank Transfer,No,1,0,5474,119,Established,2.5869565217391304,14.26086956521739
C00360,49,168,4471,Two year,Bank Transfer,Yes,1,0,8232,168,Loyal,3.4285714285714284,91.24489795918367
C00361,45,118,4416,Two year,Bank Transfer,No,0,0,5310,118,Established,2.6222222222222222,98.13333333333334
C00362,5,134,3651,One year,Credit Card,Yes,1,1,670,134,New,26.8,730.2
C00363,30,138,1585,One year,Bank Transfer,Yes,0,0,4140,138,Established,4.6,52.833333333333336
C00364,48,53,7371,Two year,Credit Card,No,0,0,2544,53,Established,1.1041666666666667,153.5625
C00365,17,24,1389,One year,Bank Transfer,No,0,0,408,24,Developing,1.411764705882353,81.70588235294117
C00366,17,124,1196,Month-to-month,Credit Card,No,1,0,2108,124,Developing,7.294117647058823,70.3529411764706
C00367,33,101,2979,Two year,Credit Card,Yes,0,0,3333,101,Established,3.0606060606060606,90.27272727272727
C00368,10,81,5158,One year,Electronic Check,Yes,1,0,810,81,New,8.1,515.8
C00369,37,58,5083,Month-to-month,Credit Card,No,1,0,2146,58,Established,1.5675675675675675,137.3783783783784
C00370,32,148,2526,Two year,Electronic Check,No,1,0,4736,148,Established,4.625,78.9375
C00371,20,49,5058,One year,Electronic Check,No,1,0,980,49,Developing,2.45,252.9
C00372,14,27,2388,Two year,Bank Transfer,Yes,0,0,378,27,Developing,1.9285714285714286,170.57142857142858
C00373,57,126,1514,Month-to-month,Bank Transfer,Yes,0,0,7182,126,Loyal,2.210526315789474,26.56140350877193
C00374,40,130,5612,One year,Electronic Check,Yes,1,0,5200,130,Established,3.25,140.3
C00375,29,20,4628,One year,Bank Transfer,Yes,1,0,580,20,Established,0.6896551724137931,159.58620689655172
C00376,33,196,2107,One year,Bank Transfer,Yes,0,0,6468,196,Established,5.9393939393939394,63.84848484848485
C00377,36,192,3483,One year,Electronic Check,No,0,0,6912,192,Established,5.333333333333333,96.75
C00378,31,181,4712,Two year,Bank Transfer,No,1,0,5611,181,Established,5.838709677419355,152.0
C00379,41,76,4187,Two year,Bank Transfer,No,1,0,3116,76,Established,1.853658536585366,102.1219512195122
C00380,21,180,3061,One year,Bank Transfer,No,0,0,3780,180,Developing,8.571428571428571,145.76190476190476
C00381,68,67,2144,Two year,Credit Card,Yes,1,0,4556,67,Loyal,0.9852941176470589,31.529411764705884
C00382,67,64,5558,One year,Credit Card,Yes,0,0,4288,64,Loyal,0.9552238805970149,82.95522388059702
C00383,24,185,1550,Two year,Electronic Check,No,1,0,4440,185,Developing,7.708333333333333,64.58333333333333
C00384,47,187,4343,One year,Bank Transfer,Yes,1,0,8789,187,Established,3.978723404255319,92.40425531914893
C00385,1,188,7165,Month-to-month,Bank Transfer,No,0,1,188,188,New,188.0,7165.0
C00386,25,90,1649,Month-to-month,Credit Card,No,1,0,2250,90,Established,3.6,65.96
C00387,70,168,2375,One year,Bank Transfer,Yes,0,0,11760,168,Loyal,2.4,33.92857142857143
C00388,42,156,2302,Two year,Electronic Check,No,0,0,6552,156,Established,3.7142857142857144,54.80952380952381
C00389,42,126,5532,Month-to-month,Credit Card,No,0,0,5292,126,Established,3.0,131.71428571428572
C00390,4,105,2534,Month-to-month,Electronic Check,Yes,0,1,420,105,New,26.25,633.5
C00391,3,79,1299,One year,Credit Card,No,1,0,237,79,New,26.333333333333332,433.0
C00392,56,147,253,Month-to-month,Credit Card,Yes,0,0,8232,147,Loyal,2.625,4.517857142857143
C00393,6,63,2156,Month-to-month,Credit Card,Yes,1,1,378,63,New,10.5,359.3333333333333
C00394,22,65,1947,Month-to-month,Bank Transfer,Yes,1,0,1430,65,Developing,2.9545454545454546,88.5
C00395,61,116,6302,One year,Electronic Check,Yes,0,0,7076,116,Loyal,1.901639344262295,103.31147540983606
C00396,57,134,2241,Month-to-month,Electronic Check,Yes,1,0,7638,134,Loyal,2.3508771929824563,39.31578947368421
C00397,5,39,3370,Month-to-month,Credit Card,Yes,0,1,195,39,New,7.8,674.0
C00398,59,95,7232,Two year,Credit Card,Yes,1,0,5605,95,Loyal,1.6101694915254237,122.57627118644068
C00399,62,159,446,One year,Bank Transfer,No,0,0,9858,159,Loyal,2.564516129032258,7.193548387096774
C00400,53,27,4429,Two year,Electronic Check,No,0,0,1431,27,Loyal,0.5094339622641509,83.56603773584905
C00401,6,198,6427,Month-to-month,Credit Card,No,1,1,1188,198,New,33.0,1071.1666666666667
C00402,45,199,7564,Month-to-month,Credit Card,Yes,0,0,8955,199,Established,4.4222222222222225,168.0888888888889
C00403,69,115,4730,One year,Credit Card,Yes,1,0,7935,115,Loyal,1.6666666666666667,68.55072463768116
C00404,20,37,4631,Month-to-month,Electronic Check,No,0,0,740,37,Developing,1.85,231.55
C00405,25,184,7662,Month-to-month,Credit Card,No,1,0,4600,184,Established,7.36,306.48
C00406,45,104,2541,Month-to-month,Electronic Check,No,1,0,4680,104,Established,2.311111111111111,56.46666666666667
C00407,3,75,3048,One year,Electronic Check,No,0,0,225,75,New,25.0,1016.0
C00408,5,44,7840,One year,Credit Card,No,0,0,220,44,New,8.8,1568.0
C00409,48,46,6056,Month-to-month,Bank Transfer,No,0,0,2208,46,Established,0.9583333333333334,126.16666666666667
C00410,48,149,7690,Month-to-month,Bank Transfer,Yes,1,0,7152,149,Established,3.1041666666666665,160.20833333333334
C00411,23,134,4413,One year,Electronic Check,No,1,0,3082,134,Developing,5.826086956521739,191.8695652173913
C00412,48,95,1168,One year,Bank Transfer,Yes,0,0,4560,95,Established,1.9791666666666667,24.333333333333332
C00413,64,131,3127,Two year,Electronic Check,No,0,0,8384,131,Loyal,2.046875,48.859375
C00414,2,158,3460,Two year,Electronic Check,No,0,0,316,158,New,79.0,1730.0
C00415,48,87,6197,One year,Credit Card,Yes,1,0,4176,87,Established,1.8125,129.10416666666666
C00416,48,151,530,Two year,Credit Card,Yes,0,0,7248,151,Established,3.1458333333333335,11.041666666666666
C00417,51,83,7409,Two year,Bank Transfer,Yes,0,0,4233,83,Loyal,1.6274509803921569,145.27450980392157
C00418,59,183,4605,One year,Electronic Check,Yes,0,0,10797,183,Loyal,3.1016949152542375,78.05084745762711
C00419,35,113,6754,Month-to-month,Bank Transfer,No,1,0,3955,113,Established,3.2285714285714286,192.97142857142856
C00420,18,53,6260,Month-to-month,Bank Transfer,Yes,0,0,954,53,Developing,2.9444444444444446,347.77777777777777
C00421,39,146,3886,One year,Bank Transfer,Yes,1,0,5694,146,Established,3.7435897435897436,99.64102564102564
C00422,14,158,1718,One year,Bank Transfer,No,1,0,2212,158,Developing,11.285714285714286,122.71428571428571
C00423,5,172,2066,One year,Bank Transfer,No,1,0,860,172,New,34.4,413.2
C00424,5,93,3720,Month-to-month,Credit Card,Yes,0,1,465,93,New,18.6,744.0
C00425,52,47,7270,Two year,Electronic Check,Yes,0,0,2444,47,Loyal,0.9038461538461539,139.80769230769232
C00426,54,61,1714,Month-to-month,Bank Transfer,No,1,0,3294,61,Loyal,1.1296296296296295,31.74074074074074
C00427,34,191,4220,One year,Bank Transfer,Yes,0,0,6494,191,Established,5.617647058823529,124.11764705882354
C00428,3,178,1423,Month-to-month,Credit Card,Yes,1,1,534,178,New,59.333333333333336,474.3333333333333
C00429,36,169,7102,One year,Electronic Check,No,1,0,6084,169,Established,4.694444444444445,197.27777777777777
C00430,10,21,4968,One year,Electronic Check,No,1,0,210,21,New,2.1,496.8
C00431,70,156,2011,Two year,Credit Card,Yes,0,0,10920,156,Loyal,2.2285714285714286,28.728571428571428
C00432,62,116,2103,One year,Electronic Check,No,1,0,7192,116,Loyal,1.8709677419354838,33.91935483870968
C00433,14,162,325,Two year,Credit Card,Yes,0,0,2268,162,Developing,11.571428571428571,23.214285714285715
C00434,67,21,5850,Two year,Electronic Check,Yes,0,0,1407,21,Loyal,0.31343283582089554,87.31343283582089
C00435,8,152,499,Month-to-month,Electronic Check,No,0,1,1216,152,New,19.0,62.375
C00436,29,151,1329,Month-to-month,Bank Transfer,Yes,1,0,4379,151,Established,5.206896551724138,45.827586206896555
C00437,30,100,3098,Month-to-month,Electronic Check,No,0,0,3000,100,Established,3.3333333333333335,103.26666666666667
C00438,68,93,3075,Month-to-month,Credit Card,Yes,0,0,6324,93,Loyal,1.3676470588235294,45.220588235294116
C00439,46,76,5865,One year,Electronic Check,No,1,0,3496,76,Established,1.6521739130434783,127.5
C00440,60,47,6373,Month-to-month,Credit Card,No,1,0,2820,47,Loyal,0.7833333333333333,106.21666666666667
C00441,61,26,3471,One year,Credit Card,No,0,0,1586,26,Loyal,0.4262295081967213,56.90163934426229
C00442,52,70,5784,Two year,Electronic Check,No,0,0,3640,70,Loyal,1.3461538461538463,111.23076923076923
C00443,29,85,5965,Two year,Credit Card,No,0,0,2465,85,Established,2.9310344827586206,205.68965517241378
C00444,59,126,6287,One year,Credit Card,No,1,0,7434,126,Loyal,2.135593220338983,106.55932203389831
C00445,58,150,5290,One year,Credit Card,No,1,0,8700,150,Loyal,2.586206896551724,91.20689655172414
C00446,8,168,7608,Two year,Credit Card,No,0,0,1344,168,New,21.0,951.0
C00447,13,190,6568,Month-to-month,Electronic Check,Yes,1,0,2470,190,Developing,14.615384615384615,505.2307692307692
C00448,50,190,6770,Month-to-month,Credit Card,No,1,0,9500,190,Loyal,3.8,135.4
C00449,59,165,7758,One year,Electronic Check,Yes,1,0,9735,165,Loyal,2.7966101694915255,131.4915254237288
C00450,15,113,6537,Two year,Electronic Check,No,1,0,1695,113,Developing,7.533333333333333,435.8
C00451,64,57,5241,One year,Electronic Check,No,0,0,3648,57,Loyal,0.890625,81.890625
C00452,19,192,2908,One year,Credit Card,No,1,0,3648,192,Developing,10.105263157894736,153.05263157894737
C00453,36,67,4566,Month-to-month,Electronic Check,No,1,0,2412,67,Established,1.8611111111111112,126.83333333333333
C00454,68,24,3316,One year,Bank Transfer,No,0,0,1632,24,Loyal,0.35294117647058826,48.76470588235294
C00455,10,34,5589,Month-to-month,Credit Card,No,0,1,340,34,New,3.4,558.9
C00456,1,30,6242,Two year,Bank Transfer,No,0,0,30,30,New,30.0,6242.0
C00457,31,160,5208,One year,Electronic Check,Yes,1,0,4960,160,Established,5.161290322580645,168.0
C00458,1,186,622,Two year,Electronic Check,Yes,1,1,186,186,New,186.0,622.0
C00459,53,102,7501,Month-to-month,Credit Card,No,1,0,5406,102,Loyal,1.9245283018867925,141.52830188679246
C00460,28,187,3207,One year,Electronic Check,Yes,0,0,5236,187,Established,6.678571428571429,114.53571428571429
C00461,49,80,3534,Month-to-month,Credit Card,No,1,0,3920,80,Loyal,1.6326530612244898,72.12244897959184
C00462,40,158,4093,One year,Electronic Check,Yes,0,0,6320,158,Established,3.95,102.325
C00463,56,143,6530,One year,Bank Transfer,Yes,1,0,8008,143,Loyal,2.5535714285714284,116.60714285714286
C00464,10,168,5667,One year,Electronic Check,Yes,1,1,1680,168,New,16.8,566.7
C00465,63,125,6204,Month-to-month,Bank Transfer,No,0,0,7875,125,Loyal,1.9841269841269842,98.47619047619048
C00466,38,59,3970,One year,Credit Card,No,0,0,2242,59,Established,1.5526315789473684,104.47368421052632
C00467,46,37,5635,Two year,Electronic Check,No,0,0,1702,37,Established,0.8043478260869565,122.5
C00468,23,23,4012,One year,Electronic Check,Yes,1,0,529,23,Developing,1.0,174.43478260869566
C00469,53,146,6760,One year,Bank Transfer,Yes,1,0,7738,146,Loyal,2.7547169811320753,127.54716981132076
C00470,6,115,4534,Month-to-month,Bank Transfer,Yes,1,1,690,115,New,19.166666666666668,755.6666666666666
C00471,2,194,5397,Month-to-month,Electronic Check,Yes,0,1,388,194,New,97.0,2698.5
C00472,52,55,2628,Month-to-month,Credit Card,No,1,0,2860,55,Loyal,1.0576923076923077,50.53846153846154
C00473,45,187,1946,One year,Electronic Check,Yes,0,0,8415,187,Established,4.155555555555556,43.24444444444445
C00474,13,106,5999,Two year,Credit Card,No,1,0,1378,106,Developing,8.153846153846153,461.46153846153845
C00475,19,82,7583,Month-to-month,Credit Card,Yes,0,0,1558,82,Developing,4.315789473684211,399.10526315789474
C00476,44,24,6003,Two year,Credit Card,Yes,1,0,1056,24,Established,0.5454545454545454,136.4318181818182
C00477,14,131,903,Two year,Electronic Check,Yes,1,0,1834,131,Developing,9.357142857142858,64.5
C00478,29,117,3187,Two year,Electronic Check,Yes,1,0,3393,117,Established,4.0344827586206895,109.89655172413794
C00479,32,59,4807,Month-to-month,Credit Card,No,1,0,1888,59,Established,1.84375,150.21875
C00480,11,160,4666,Two year,Credit Card,No,0,1,1760,160,New,14.545454545454545,424.1818181818182
C00481,69,58,3105,One year,Electronic Check,Yes,0,0,4002,58,Loyal,0.8405797101449275,45.0
C00482,32,199,5789,Month-to-month,Electronic Check,Yes,0,0,6368,199,Established,6.21875,180.90625
C00483,13,189,6302,Two year,Bank Transfer,No,0,0,2457,189,Developing,14.538461538461538,484.7692307692308
C00484,27,147,7103,Two year,Credit Card,Yes,1,0,3969,147,Established,5.444444444444445,263.0740740740741
C00485,50,74,7599,Month-to-month,Credit Card,No,1,0,3700,74,Loyal,1.48,151.98
C00486,66,67,6774,Month-to-month,Bank Transfer,No,1,0,4422,67,Loyal,1.0151515151515151,102.63636363636364
C00487,57,165,5425,Month-to-month,Credit Card,No,0,0,9405,165,Loyal,2.8947368421052633,95.17543859649123
C00488,9,72,2417,Month-to-month,Electronic Check,Yes,1,1,648,72,New,8.0,268.55555555555554
C00489,66,156,677,Month-to-month,Credit Card,Yes,0,0,10296,156,Loyal,2.3636363636363638,10.257575757575758
C00490,56,52,4061,One year,Electronic Check,Yes,1,0,2912,52,Loyal,0.9285714285714286,72.51785714285714
C00491,44,30,4695,One year,Credit Card,Yes,1,0,1320,30,Established,0.6818181818181818,106.70454545454545
C00492,54,123,7652,Month-to-month,Electronic Check,No,1,0,6642,123,Loyal,2.2777777777777777,141.7037037037037
C00493,2,114,5468,One year,Credit Card,Yes,1,0,228,114,New,57.0,2734.0
C00494,68,128,2102,Month-to-month,Electronic Check,Yes,1,0,8704,128,Loyal,1.8823529411764706,30.91176470588235
C00495,22,164,2339,One year,Credit Card,No,0,0,3608,164,Developing,7.454545454545454,106.31818181818181
C00496,50,128,6970,Month-to-month,Credit Card,Yes,1,0,6400,128,Loyal,2.56,139.4
C00497,2,49,5917,Two year,Bank Transfer,No,1,0,98,49,New,24.5,2958.5
C00498,46,198,2158,Month-to-month,Bank Transfer,No,0,0,9108,198,Established,4.304347826086956,46.91304347826087
C00499,1,185,5755,Two year,Credit Card,Yes,1,1,185,185,New,185.0,5755.0
C00500,27,181,4292,Month-to-month,Bank Transfer,No,1,0,4887,181,Established,6.703703703703703,158.96296296296296
